Coefficient of Variation for Change: Percent Total by All Categories

+------------+--------+----------+-----------+-----------------+---------+
|  variable  | table  | sumlevel | change_cv | change_cv_count | percent |
| b25002_003 | b25002 |   030    |    low    |        4        |   44.4  |
| b25002_003 | b25002 |   030    |   medium  |        4        |   44.4  |
| b25002_003 | b25002 |   030    |    high   |        1        |   11.1  |
| b25002_003 | b25002 |   040    |    low    |        15       |   35.7  |
| b25002_003 | b25002 |   040    |   medium  |        16       |   38.1  |
| b25002_003 | b25002 |   040    |    high   |        11       |   26.2  |
| b25002_003 | b25002 |   050    |    low    |       893       |   75.9  |
| b25002_003 | b25002 |   050    |   medium  |       255       |   21.7  |
| b25002_003 | b25002 |   050    |    high   |        29       |   2.5   |
| b25002_003 | b25002 |   060    |    low    |       5043      |   93.0  |
| b25002_003 | b25002 |   060    |   medium  |       353       |   6.5   |
| b25002_003 | b25002 |   060    |    high   |        26       |   0.5   |
| b25002_003 | b25002 |   140    |    low    |      12127      |   94.8  |
| b25002_003 | b25002 |   140    |   medium  |       648       |   5.1   |
| b25002_003 | b25002 |   140    |    high   |        11       |   0.1   |
| b25002_003 | b25002 |   150    |    low    |      24743      |   97.9  |
| b25002_003 | b25002 |   150    |   medium  |       518       |   2.1   |
| b25002_003 | b25002 |   150    |    high   |        5        |   0.0   |
| b25002_003 | b25002 |   160    |    low    |       4066      |   93.3  |
| b25002_003 | b25002 |   160    |   medium  |       275       |   6.3   |
| b25002_003 | b25002 |   160    |    high   |        16       |   0.4   |
| b25002_003 | b25002 |   170    |    low    |        2        |   50.0  |
| b25002_003 | b25002 |   170    |   medium  |        1        |   25.0  |
| b25002_003 | b25002 |   170    |    high   |        1        |   25.0  |
| b25002_003 | b25002 |   250    |    low    |       119       |   76.3  |
| b25002_003 | b25002 |   250    |   medium  |        33       |   21.2  |
| b25002_003 | b25002 |   250    |    high   |        4        |   2.6   |
| b25002_003 | b25002 |   251    |    low    |        91       |   80.5  |
| b25002_003 | b25002 |   251    |   medium  |        22       |   19.5  |
| b25002_003 | b25002 |   256    |    low    |        80       |   72.1  |
| b25002_003 | b25002 |   256    |   medium  |        27       |   24.3  |
| b25002_003 | b25002 |   256    |    high   |        4        |   3.6   |
| b25002_003 | b25002 |   258    |    low    |       170       |   81.7  |
| b25002_003 | b25002 |   258    |   medium  |        34       |   16.3  |
| b25002_003 | b25002 |   258    |    high   |        4        |   1.9   |
| b25002_003 | b25002 |   310    |    low    |       252       |   68.3  |
| b25002_003 | b25002 |   310    |   medium  |       102       |   27.6  |
| b25002_003 | b25002 |   310    |    high   |        15       |   4.1   |
| b25002_003 | b25002 |   400    |    low    |       722       |   83.8  |
| b25002_003 | b25002 |   400    |   medium  |       124       |   14.4  |
| b25002_003 | b25002 |   400    |    high   |        16       |   1.9   |
| b25002_003 | b25002 |   500    |    low    |       107       |   44.0  |
| b25002_003 | b25002 |   500    |   medium  |       104       |   42.8  |
| b25002_003 | b25002 |   500    |    high   |        32       |   13.2  |
| b25002_003 | b25002 |   795    |    low    |       719       |   68.0  |
| b25002_003 | b25002 |   795    |   medium  |       315       |   29.8  |
| b25002_003 | b25002 |   795    |    high   |        24       |   2.3   |
| b25002_003 | b25002 |   860    |    low    |       5358      |   91.9  |
| b25002_003 | b25002 |   860    |   medium  |       459       |   7.9   |
| b25002_003 | b25002 |   860    |    high   |        14       |   0.2   |
| b25003_001 | b25003 |   010    |    high   |        1        |  100.0  |
| b25003_001 | b25003 |   020    |    high   |        4        |  100.0  |
| b25003_001 | b25003 |   030    |    high   |        9        |  100.0  |
| b25003_001 | b25003 |   040    |    low    |        2        |   4.0   |
| b25003_001 | b25003 |   040    |   medium  |        10       |   20.0  |
| b25003_001 | b25003 |   040    |    high   |        38       |   76.0  |
| b25003_001 | b25003 |   050    |    low    |       719       |   53.5  |
| b25003_001 | b25003 |   050    |   medium  |       355       |   26.4  |
| b25003_001 | b25003 |   050    |    high   |       269       |   20.0  |
| b25003_001 | b25003 |   060    |    low    |       5743      |   82.5  |
| b25003_001 | b25003 |   060    |   medium  |       882       |   12.7  |
| b25003_001 | b25003 |   060    |    high   |       333       |   4.8   |
| b25003_001 | b25003 |   140    |    low    |      14448      |   78.7  |
| b25003_001 | b25003 |   140    |   medium  |       3221      |   17.5  |
| b25003_001 | b25003 |   140    |    high   |       697       |   3.8   |
| b25003_001 | b25003 |   150    |    low    |      32998      |   90.6  |
| b25003_001 | b25003 |   150    |   medium  |       3006      |   8.3   |
| b25003_001 | b25003 |   150    |    high   |       419       |   1.2   |
| b25003_001 | b25003 |   160    |    low    |       4459      |   81.2  |
| b25003_001 | b25003 |   160    |   medium  |       767       |   14.0  |
| b25003_001 | b25003 |   160    |    high   |       267       |   4.9   |
| b25003_001 | b25003 |   170    |    low    |        1        |   20.0  |
| b25003_001 | b25003 |   170    |   medium  |        2        |   40.0  |
| b25003_001 | b25003 |   170    |    high   |        2        |   40.0  |
| b25003_001 | b25003 |   250    |    low    |        97       |   85.1  |
| b25003_001 | b25003 |   250    |   medium  |        16       |   14.0  |
| b25003_001 | b25003 |   250    |    high   |        1        |   0.9   |
| b25003_001 | b25003 |   251    |    low    |        74       |   92.5  |
| b25003_001 | b25003 |   251    |   medium  |        6        |   7.5   |
| b25003_001 | b25003 |   256    |    low    |        79       |   84.9  |
| b25003_001 | b25003 |   256    |   medium  |        13       |   14.0  |
| b25003_001 | b25003 |   256    |    high   |        1        |   1.1   |
| b25003_001 | b25003 |   258    |    low    |       148       |   91.9  |
| b25003_001 | b25003 |   258    |   medium  |        12       |   7.5   |
| b25003_001 | b25003 |   258    |    high   |        1        |   0.6   |
| b25003_001 | b25003 |   310    |    low    |       199       |   45.0  |
| b25003_001 | b25003 |   310    |   medium  |       126       |   28.5  |
| b25003_001 | b25003 |   310    |    high   |       117       |   26.5  |
| b25003_001 | b25003 |   400    |    low    |       683       |   70.8  |
| b25003_001 | b25003 |   400    |   medium  |       179       |   18.5  |
| b25003_001 | b25003 |   400    |    high   |       103       |   10.7  |
| b25003_001 | b25003 |   500    |    low    |        54       |   17.3  |
| b25003_001 | b25003 |   500    |   medium  |        89       |   28.4  |
| b25003_001 | b25003 |   500    |    high   |       170       |   54.3  |
| b25003_001 | b25003 |   795    |    low    |       561       |   35.4  |
| b25003_001 | b25003 |   795    |   medium  |       633       |   40.0  |
| b25003_001 | b25003 |   795    |    high   |       390       |   24.6  |
| b25003_001 | b25003 |   860    |    low    |       6080      |   77.8  |
| b25003_001 | b25003 |   860    |   medium  |       1425      |   18.2  |
| b25003_001 | b25003 |   860    |    high   |       306       |   3.9   |
| b25003_002 | b25003 |   010    |    high   |        1        |  100.0  |
| b25003_002 | b25003 |   020    |    low    |        1        |   25.0  |
| b25003_002 | b25003 |   020    |   medium  |        1        |   25.0  |
| b25003_002 | b25003 |   020    |    high   |        2        |   50.0  |
| b25003_002 | b25003 |   030    |    low    |        1        |   11.1  |
| b25003_002 | b25003 |   030    |   medium  |        4        |   44.4  |
| b25003_002 | b25003 |   030    |    high   |        4        |   44.4  |
| b25003_002 | b25003 |   040    |    low    |        10       |   23.3  |
| b25003_002 | b25003 |   040    |   medium  |        14       |   32.6  |
| b25003_002 | b25003 |   040    |    high   |        19       |   44.2  |
| b25003_002 | b25003 |   050    |    low    |       701       |   64.0  |
| b25003_002 | b25003 |   050    |   medium  |       291       |   26.6  |
| b25003_002 | b25003 |   050    |    high   |       104       |   9.5   |
| b25003_002 | b25003 |   060    |    low    |       5605      |   87.8  |
| b25003_002 | b25003 |   060    |   medium  |       643       |   10.1  |
| b25003_002 | b25003 |   060    |    high   |       134       |   2.1   |
| b25003_002 | b25003 |   140    |    low    |      12249      |   88.4  |
| b25003_002 | b25003 |   140    |   medium  |       1407      |   10.2  |
| b25003_002 | b25003 |   140    |    high   |       203       |   1.5   |
| b25003_002 | b25003 |   150    |    low    |      30575      |   94.2  |
| b25003_002 | b25003 |   150    |   medium  |       1727      |   5.3   |
| b25003_002 | b25003 |   150    |    high   |       168       |   0.5   |
| b25003_002 | b25003 |   160    |    low    |       4137      |   87.0  |
| b25003_002 | b25003 |   160    |   medium  |       526       |   11.1  |
| b25003_002 | b25003 |   160    |    high   |        93       |   2.0   |
| b25003_002 | b25003 |   170    |    low    |        2        |   66.7  |
| b25003_002 | b25003 |   170    |    high   |        1        |   33.3  |
| b25003_002 | b25003 |   250    |    low    |        97       |   86.6  |
| b25003_002 | b25003 |   250    |   medium  |        14       |   12.5  |
| b25003_002 | b25003 |   250    |    high   |        1        |   0.9   |
| b25003_002 | b25003 |   251    |    low    |        67       |   94.4  |
| b25003_002 | b25003 |   251    |   medium  |        4        |   5.6   |
| b25003_002 | b25003 |   256    |    low    |        80       |   86.0  |
| b25003_002 | b25003 |   256    |   medium  |        13       |   14.0  |
| b25003_002 | b25003 |   258    |    low    |       146       |   90.1  |
| b25003_002 | b25003 |   258    |   medium  |        15       |   9.3   |
| b25003_002 | b25003 |   258    |    high   |        1        |   0.6   |
| b25003_002 | b25003 |   310    |    low    |       212       |   59.2  |
| b25003_002 | b25003 |   310    |   medium  |        89       |   24.9  |
| b25003_002 | b25003 |   310    |    high   |        57       |   15.9  |
| b25003_002 | b25003 |   400    |    low    |       684       |   81.2  |
| b25003_002 | b25003 |   400    |   medium  |       123       |   14.6  |
| b25003_002 | b25003 |   400    |    high   |        35       |   4.2   |
| b25003_002 | b25003 |   500    |    low    |        82       |   31.4  |
| b25003_002 | b25003 |   500    |   medium  |       108       |   41.4  |
| b25003_002 | b25003 |   500    |    high   |        71       |   27.2  |
| b25003_002 | b25003 |   795    |    low    |       694       |   55.7  |
| b25003_002 | b25003 |   795    |   medium  |       442       |   35.5  |
| b25003_002 | b25003 |   795    |    high   |       109       |   8.8   |
| b25003_002 | b25003 |   860    |    low    |       5652      |   87.1  |
| b25003_002 | b25003 |   860    |   medium  |       748       |   11.5  |
| b25003_002 | b25003 |   860    |    high   |        92       |   1.4   |
| b25003_003 | b25003 |   010    |    high   |        1        |  100.0  |
| b25003_003 | b25003 |   020    |    high   |        4        |  100.0  |
| b25003_003 | b25003 |   030    |   medium  |        1        |   11.1  |
| b25003_003 | b25003 |   030    |    high   |        8        |   88.9  |
| b25003_003 | b25003 |   040    |    low    |        4        |   8.7   |
| b25003_003 | b25003 |   040    |   medium  |        17       |   37.0  |
| b25003_003 | b25003 |   040    |    high   |        25       |   54.3  |
| b25003_003 | b25003 |   050    |    low    |       662       |   74.7  |
| b25003_003 | b25003 |   050    |   medium  |       173       |   19.5  |
| b25003_003 | b25003 |   050    |    high   |        51       |   5.8   |
| b25003_003 | b25003 |   060    |    low    |       4949      |   92.0  |
| b25003_003 | b25003 |   060    |   medium  |       369       |   6.9   |
| b25003_003 | b25003 |   060    |    high   |        59       |   1.1   |
| b25003_003 | b25003 |   140    |    low    |      12371      |   89.8  |
| b25003_003 | b25003 |   140    |   medium  |       1289      |   9.4   |
| b25003_003 | b25003 |   140    |    high   |       115       |   0.8   |
| b25003_003 | b25003 |   150    |    low    |      32090      |   94.8  |
| b25003_003 | b25003 |   150    |   medium  |       1644      |   4.9   |
| b25003_003 | b25003 |   150    |    high   |       124       |   0.4   |
| b25003_003 | b25003 |   160    |    low    |       3882      |   91.0  |
